name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classification,defense,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Klinklang,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,70,520,30,Gear,115,0.6,60,,601,70,85,90,steel,,81,5,0
Tynamo,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,70,275,190,EleFish,40,0.2,35,50,602,45,40,60,electric,,0.3,5,0
Eelektrik,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,70,405,60,EleFish,70,1.2,65,50,603,75,70,40,electric,,22,5,0
Eelektross,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,70,515,30,EleFish,80,2.1,85,50,604,105,80,50,electric,,80.5,5,0
Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,70,335,255,Cerebral,55,0.5,55,50,605,85,55,30,psychic,,9,5,0
Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,70,485,90,Cerebral,75,1,75,50,606,125,95,40,psychic,,34.5,5,0
Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,70,275,190,Candle,55,0.3,50,50,607,65,55,20,ghost,fire,3.1,5,0
Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,70,370,90,Lamp,60,0.6,60,50,608,95,60,55,ghost,fire,13,5,0
Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,70,520,45,Luring,90,1,60,50,609,145,90,80,ghost,fire,34.3,5,0
Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,35,320,75,Tusk,60,0.6,46,50,610,30,40,57,dragon,,18,5,0
Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,35,410,60,Axe Jaw,70,1,66,50,611,40,50,67,dragon,,36,5,0
Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,35,540,45,Axe Jaw,90,1.8,76,50,612,60,70,97,dragon,,105.5,5,0
Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,70,305,120,Chill,40,0.5,55,50,613,60,40,40,ice,,8.5,5,0
Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,70,505,60,Freezing,80,2.6,95,50,614,70,80,50,ice,,260,5,0
Cryogonal,['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,70,515,25,Crystallizing,50,1.1,80,,615,95,135,105,ice,,148,5,0
Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,70,305,200,Snail,85,0.4,50,50,616,40,65,25,bug,,7.7,5,0
Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,70,495,75,Shell Out,40,0.8,80,50,617,100,60,145,bug,,25.3,5,0
Stunfisk,"['Static', 'Limber', 'Sand Veil']",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,70,471,75,Trap,84,0.7,109,50,618,81,99,32,ground,electric,11,5,0
Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,70,350,180,Martial Arts,50,0.9,45,50,619,55,50,65,fighting,,20,5,0
Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,70,510,45,Martial Arts,60,1.4,65,50,620,95,60,105,fighting,,35.5,5,0
Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,70,485,45,Cave,90,1.6,77,50,621,60,90,48,dragon,,139,5,0
Golett,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,70,303,190,Automaton,50,1,59,,622,35,50,35,ground,ghost,92,5,0
Golurk,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,70,483,90,Automaton,80,2.8,89,,623,55,80,55,ground,ghost,330,5,0
Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,35,340,120,Sharp Blade,70,0.5,45,50,624,40,40,60,dark,steel,10.2,5,0
Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,35,490,45,Sword Blade,100,1.6,65,50,625,60,70,70,dark,steel,70,5,0
Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,70,490,45,Bash Buffalo,95,1.6,95,50,626,40,95,55,normal,,94.6,5,0
Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,70,350,190,Eaglet,50,0.5,70,100,627,37,50,60,normal,flying,10.5,5,0
Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,70,510,60,Valiant,75,1.5,100,100,628,57,75,80,normal,flying,41,5,0
Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,35,370,190,Diapered,75,0.5,70,0,629,45,65,60,dark,flying,9,5,0
Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,35,510,60,Bone Vulture,105,1.2,110,0,630,55,95,80,dark,flying,39.5,5,0
Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,70,484,90,Anteater,66,1.4,85,50,631,105,66,65,fire,,58,5,0
Durant,"['Swarm', 'Hustle', 'Truant']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,70,484,90,Iron Ant,112,0.3,58,50,632,48,48,109,bug,steel,33,5,0
Deino,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,35,300,45,Irate,50,0.8,52,50,633,45,50,38,dark,dragon,17.3,5,0
Zweilous,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,35,420,45,Hostile,70,1.4,72,50,634,65,70,58,dark,dragon,50,5,0
Hydreigon,['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,35,600,45,Brutal,90,1.8,92,50,635,125,90,98,dark,dragon,160,5,0
Larvesta,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,70,360,45,Torch,55,1.1,55,50,636,50,55,60,bug,fire,28.8,5,0
Volcarona,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,70,550,15,Sun,65,1.6,85,50,637,135,105,100,bug,fire,46,5,0
Cobalion,['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,35,580,3,Iron Will,129,2.1,91,,638,90,72,108,steel,fighting,250,5,1
Terrakion,['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,35,580,3,Cavern,90,1.9,91,,639,72,90,108,rock,fighting,260,5,1
Virizion,['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,35,580,3,Grassland,72,2,91,,640,90,129,108,grass,fighting,200,5,1
Tornadus,"['Prankster', 'Defiant', 'Regenerator']",0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,90,580,3,Cyclone,80,1.5,79,100,641,110,90,121,flying,,63,5,1
Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,90,580,3,Bolt Strike,70,1.5,79,100,642,145,80,101,electric,flying,61,5,1
Reshiram,['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,0,680,3,Vast White,100,3.2,100,,643,150,120,90,dragon,fire,330,5,1
Zekrom,['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,0,680,3,Deep Black,120,2.9,100,,644,120,100,90,dragon,electric,345,5,1
Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,90,600,3,Abundance,90,1.5,89,100,645,105,80,91,ground,flying,68,5,1
Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,0,700,3,Boundary,90,3,125,,646,170,100,95,dragon,ice,325,5,1
Keldeo,['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,35,580,3,Colt,90,1.4,91,,647,129,90,108,water,fighting,48.5,5,1
Meloetta,['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,100,600,3,Melody,90,0.6,100,,648,77,77,128,normal,psychic,6.5,5,1
Genesect,['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,0,600,3,Paleozoic,95,1.5,71,,649,120,95,99,bug,steel,82.5,5,1
Chespin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,70,313,45,Spiky Nut,65,0.4,56,88.1,650,48,45,38,grass,,9,6,0
Quilladin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,70,405,45,Spiny Armor,95,0.7,61,88.1,651,56,58,57,grass,,29,6,0
Chesnaught,"['Overgrow', 'Bulletproof']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,70,530,45,Spiny Armor,122,1.6,88,88.1,652,74,75,64,grass,fighting,90,6,0
Fennekin,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,70,307,45,Fox,40,0.4,40,88.1,653,62,60,60,fire,,9.4,6,0
Braixen,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,70,409,45,Fox,58,1,59,88.1,654,90,70,73,fire,,14.5,6,0
Delphox,"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,70,534,45,Fox,72,1.5,75,88.1,655,114,100,104,fire,psychic,39,6,0
Froakie,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,70,314,45,Bubble Frog,40,0.3,41,88.1,656,62,44,71,water,,7,6,0
Frogadier,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,70,405,45,Bubble Frog,52,0.6,54,88.1,657,83,56,97,water,,10.9,6,0
Greninja,"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,70,640,45,Ninja,67,1.5,72,88.1,658,153,71,132,water,dark,40,6,0
Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,70,237,255,Digging,38,0.4,38,50,659,32,36,57,normal,,5,6,0
Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,70,423,127,Digging,77,1,85,50,660,50,77,78,normal,ground,42.4,6,0
Fletchling,"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,70,278,255,Tiny Robin,43,0.3,45,50,661,40,38,62,normal,flying,1.7,6,0
Fletchinder,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,70,382,120,Ember,55,0.7,62,50,662,56,52,84,fire,flying,16,6,0
Talonflame,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,70,499,45,Scorching,71,1.2,78,50,663,74,69,126,fire,flying,24.5,6,0
Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,70,200,255,Scatterdust,40,0.3,38,50,664,27,25,35,bug,,2.5,6,0
Spewpa,"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,70,213,120,Scatterdust,60,0.3,45,50,665,27,30,29,bug,,8.4,6,0
Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,70,411,45,Scale,50,1.2,80,50,666,90,50,89,bug,flying,17,6,0
Litleo,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,70,369,220,Lion Cub,58,0.6,62,11.2,667,73,54,72,fire,normal,13.5,6,0
Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,70,507,65,Royal,72,1.5,86,11.2,668,109,66,106,fire,normal,81.5,6,0
Flabébé,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,70,303,225,Single Bloom,39,0.1,44,0,669,61,79,42,fairy,,0.1,6,0
Floette,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,70,551,120,Fairy,67,0.2,74,0,670,125,128,92,fairy,,0.9,6,0
Florges,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,70,552,45,Garden,68,1.1,78,0,671,112,154,75,fairy,,10,6,0
Skiddo,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,70,350,200,Mount,48,0.9,66,50,672,62,57,52,grass,,31,6,0
Gogoat,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,70,531,45,Mount,62,1.7,123,50,673,97,81,68,grass,,91,6,0
Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,70,348,220,Playful,62,0.6,67,50,674,46,48,43,fighting,,8,6,0
Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,70,495,65,Daunting,78,2.1,95,50,675,69,71,58,fighting,dark,136,6,0
Furfrou,['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,70,472,160,Poodle,60,1.2,75,50,676,65,90,102,normal,,28,6,0
Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,70,355,190,Restraint,54,0.3,62,50,677,63,60,68,psychic,,3.5,6,0
Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,70,466,75,Constraint,76,0.6,74,50,678,83,81,104,psychic,,8.5,6,0
Honedge,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,70,325,180,Sword,100,0.8,45,50,679,35,37,28,steel,ghost,2,6,0
Doublade,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,70,448,90,Sword,150,0.8,59,50,680,45,49,35,steel,ghost,4.5,6,0
Aegislash,['Stance Change'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,70,520,45,Royal Sword,50,1.7,60,50,681,150,50,60,steel,ghost,53,6,0
Spritzee,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,70,341,200,Perfume,60,0.2,78,50,682,63,65,23,fairy,,0.5,6,0
Aromatisse,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,70,462,140,Fragrance,72,0.8,101,50,683,99,89,29,fairy,,15.5,6,0
Swirlix,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,70,341,200,Cotton Candy,66,0.4,62,50,684,59,57,49,fairy,,3.5,6,0
Slurpuff,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,70,480,140,Meringue,86,0.8,82,50,685,85,75,72,fairy,,5,6,0
Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,70,288,190,Revolving,53,0.4,53,50,686,37,46,45,dark,psychic,3.5,6,0
Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,70,482,80,Overturning,88,1.5,86,50,687,68,75,73,dark,psychic,47,6,0
Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,70,306,120,Two-Handed,67,0.5,42,50,688,39,56,50,rock,water,31,6,0
Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,70,500,45,Collective,115,1.3,72,50,689,54,86,68,rock,water,96,6,0
Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,70,320,225,Mock Kelp,60,0.5,50,50,690,60,60,30,poison,water,7.3,6,0
Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,70,494,55,Mock Kelp,90,1.8,65,50,691,97,123,44,poison,dragon,81.5,6,0
Clauncher,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,70,330,225,Water Gun,62,0.5,50,50,692,58,63,44,water,,8.3,6,0
Clawitzer,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,70,500,55,Howitzer,88,1.3,71,50,693,120,89,59,water,,35.3,6,0
Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,70,289,190,Generator,33,0.5,44,50,694,61,43,70,electric,normal,6,6,0
Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,70,481,75,Generator,52,1,62,50,695,109,94,109,electric,normal,21,6,0
Tyrunt,"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,70,362,45,Royal Heir,77,0.8,58,88.1,696,45,45,48,rock,dragon,26,6,0
Tyrantrum,"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,70,521,45,Despot,119,2.5,82,88.1,697,69,59,71,rock,dragon,270,6,0
Amaura,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,70,362,45,Tundra,50,1.3,77,88.1,698,67,63,46,rock,ice,25.2,6,0
Aurorus,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,70,521,45,Tundra,72,2.7,123,88.1,699,99,92,58,rock,ice,225,6,0
Sylveon,"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,70,525,45,Intertwining,65,1,95,88.1,700,110,130,60,fairy,,23.5,6,0
Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,70,500,100,Wrestling,75,0.8,78,50,701,74,63,118,fighting,flying,21.5,6,0
Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,70,431,180,Antenna,57,0.2,67,50,702,81,67,101,electric,fairy,2.2,6,0
Carbink,"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,70,500,60,Jewel,150,0.3,50,,703,50,150,50,rock,fairy,5.7,6,0
Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,35,300,45,Soft Tissue,35,0.3,45,50,704,55,75,40,dragon,,2.8,6,0
Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,35,452,45,Soft Tissue,53,0.8,68,50,705,83,113,60,dragon,,17.5,6,0
Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,35,600,45,Dragon,70,2,90,50,706,110,150,80,dragon,,150.5,6,0
Klefki,"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,70,470,75,Key Ring,91,0.2,57,50,707,80,87,75,steel,fairy,3,6,0
Phantump,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,70,309,120,Stump,48,0.4,43,50,708,50,60,38,ghost,grass,7,6,0
Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,70,474,60,Elder Tree,76,1.5,85,50,709,65,82,56,ghost,grass,71,6,0
Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,70,335,120,Pumpkin,70,0.8,59,50,710,44,55,41,ghost,grass,15,6,0
Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,70,494,60,Pumpkin,122,1.7,85,50,711,58,75,54,ghost,grass,39,6,0
Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,70,304,190,Ice Chunk,85,1,55,50,712,32,35,28,ice,,99.5,6,0
Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,70,514,55,Iceberg,184,2,95,50,713,44,46,28,ice,,505,6,0
Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,70,245,190,Sound Wave,35,0.5,40,50,714,45,40,55,flying,dragon,8,6,0
Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,70,535,45,Sound Wave,80,1.5,85,50,715,97,80,123,flying,dragon,85,6,0
Xerneas,['Fairy Aura'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,0,680,45,Life,95,3,126,,716,131,98,99,fairy,,215,6,1
Yveltal,['Dark Aura'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,0,680,45,Destruction,95,5.8,126,,717,131,98,99,dark,flying,203,6,1
Zygarde,"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,0,708,3,Order,121,5,216,,718,91,95,85,dragon,ground,284.6,6,1
Diancie,['Clear Body'],0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,70,700,3,Jewel,110,0.7,50,,719,160,110,110,rock,fairy,8.8,6,1
Hoopa,['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,100,680,3,Mischief (Confined)Djinnn (Unbound),60,,80,,720,170,130,80,psychic,ghost,,6,1
Volcanion,['Water Absorb'],0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,100,600,3,Steam,120,1.7,80,,721,130,90,70,fire,water,195,6,1
